# LUNARVOID Candidate Registry — the ONE project-level list of inferred
# void candidates. Populated by WP2 sag search (Task 18+), enriched by
# WP3 fusion, audited by skeptic. CLAIM DISCIPLINE APPLIES: these are
# INFERENCES with confidence tiers, never detections. FP reporting per
# 10^4 km^2 is computed over the searched area, not over this list.
#
# Schema (one row per candidate; append, never silently delete —
# use status=DOWNGRADED with a reason):
#
# candidate_id   LV-<dtm>-<n> stable unique id
# lon,lat        planetocentric, -180..180
# dtm            NAC DTM name the candidate was found in
# span_m         candidate long-axis span in metres (60-300 prior)
# sag_amp_m      recovered depression amplitude (m)
# score          raw detector score (depth x Frangi)
# confusion      nearest confusion-layer class (rille/chain/ridge/
#                graben/bg) + distance_m — a rille shoulder candidate
#                must show this field before any promotion
# methods        evidence streams currently agreeing," ""|""-separated"
#                (morphometry|gravity|thermal|illumination)
# tier           A = two+ independent methods agree; B = one method,
#                confusion-cleared; C = raw morphometry only
# status         ACTIVE / DOWNGRADED / SUPERSEDED
# first_found    YYYY-MM-DD; updated: YYYY-MM-DD
# evidence       path to the CSV/JSON row(s) backing this candidate
"# notes          one line; failure-mode flags (e.g. ""I14 funnel risk"")"
#
# The two-independent-methods rule: tier A REQUIRES methods to include
# at least one of gravity/thermal/illumination in addition to
# morphometry. Morphometry alone can never exceed tier B.
candidate_id,lon,lat,dtm,span_m,sag_amp_m,score,confusion,methods,tier,status,first_found,updated,evidence,notes
LV-FRESHMELT-0400cm-r002,177.205687,15.794654,FRESHMELT,3558.9,0.026,0.0258,n/a|rille=1348925m|chain=9297m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r003,177.212176,15.814918,FRESHMELT,3650.1,0.025,0.0248,n/a|rille=1349571m|chain=8793m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r004,177.223531,15.723174,FRESHMELT,4927.7,0.018,0.0184,n/a|rille=1347004m|chain=8778m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r005,177.222372,15.717161,FRESHMELT,4517.1,0.018,0.0181,n/a|rille=1346820m|chain=8610m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r006,177.225153,15.726959,FRESHMELT,6524.6,0.017,0.0170,n/a|rille=1347128m|chain=8878m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r006,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r007,177.224689,15.722506,FRESHMELT,3787.0,0.017,0.0169,n/a|rille=1346995m|chain=8750m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r007,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r008,177.213103,15.814918,FRESHMELT,2555.1,0.015,0.0147,n/a|rille=1349579m|chain=8771m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r008,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r009,177.222835,15.725846,FRESHMELT,4836.4,0.013,0.0134,n/a|rille=1347076m|chain=8862m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r009,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r010,177.224689,15.721615,FRESHMELT,3148.3,0.009,0.0094,n/a|rille=1346969m|chain=8724m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r010,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r011,177.211017,15.813805,FRESHMELT,4334.5,0.008,0.0078,n/a|rille=1349528m|chain=8840m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r011,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0400cm-r012,177.222140,15.718943,FRESHMELT,5064.6,0.006,0.0063,n/a|rille=1346869m|chain=8664m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0400cm-r012,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r001,177.222604,15.720724,FRESHMELT,5064.6,0.029,0.0286,n/a|rille=1346925m|chain=8713m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r001,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r002,177.205687,15.794654,FRESHMELT,3558.9,0.026,0.0258,n/a|rille=1348925m|chain=9297m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r003,177.212176,15.814918,FRESHMELT,3650.1,0.025,0.0248,n/a|rille=1349571m|chain=8793m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r004,177.223531,15.723174,FRESHMELT,4927.7,0.018,0.0184,n/a|rille=1347004m|chain=8778m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r005,177.222372,15.717161,FRESHMELT,4517.1,0.018,0.0181,n/a|rille=1346820m|chain=8610m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r006,177.225153,15.726959,FRESHMELT,6524.6,0.017,0.0170,n/a|rille=1347128m|chain=8878m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r006,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r007,177.224689,15.722506,FRESHMELT,3787.0,0.017,0.0169,n/a|rille=1346995m|chain=8750m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r007,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r008,177.213103,15.814918,FRESHMELT,2555.1,0.015,0.0147,n/a|rille=1349579m|chain=8771m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r008,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r009,177.222835,15.725846,FRESHMELT,4836.4,0.013,0.0134,n/a|rille=1347076m|chain=8862m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r009,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r010,177.224689,15.721615,FRESHMELT,3148.3,0.009,0.0094,n/a|rille=1346969m|chain=8724m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r010,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r011,177.211017,15.813805,FRESHMELT,4334.5,0.008,0.0078,n/a|rille=1349528m|chain=8840m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r011,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT-0500cm-r012,177.222140,15.718943,FRESHMELT,5064.6,0.006,0.0063,n/a|rille=1346869m|chain=8664m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT-0500cm-r012,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0200cm-r001,177.205630,15.794703,FRESHMELT1,2732.9,0.035,0.0347,n/a|rille=1348926m|chain=11009m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0200cm-r001,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0200cm-r002,177.213895,15.730966,FRESHMELT1,4943.4,0.024,0.0245,n/a|rille=1347147m|chain=9080m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0200cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0200cm-r003,177.212372,15.814974,FRESHMELT1,2210.5,0.017,0.0167,n/a|rille=1349574m|chain=11561m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0200cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0200cm-r004,177.222812,15.725742,FRESHMELT1,3898.5,0.012,0.0118,n/a|rille=1347073m|chain=8859m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0200cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0200cm-r005,177.225204,15.726786,FRESHMELT1,4943.4,0.011,0.0112,n/a|rille=1347124m|chain=8872m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0200cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0400cm-r001,177.205630,15.794703,FRESHMELT1,2732.9,0.035,0.0348,n/a|rille=1348926m|chain=11009m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0400cm-r001,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0400cm-r002,177.214112,15.730757,FRESHMELT1,4782.6,0.024,0.0243,n/a|rille=1347143m|chain=9072m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0400cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0400cm-r003,177.212372,15.814974,FRESHMELT1,2210.5,0.016,0.0157,n/a|rille=1349574m|chain=11561m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0400cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0400cm-r004,177.222812,15.725742,FRESHMELT1,3898.5,0.012,0.0116,n/a|rille=1347073m|chain=8859m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0400cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0400cm-r005,177.225204,15.726786,FRESHMELT1,4943.4,0.011,0.0115,n/a|rille=1347124m|chain=8872m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0400cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0500cm-r001,177.205630,15.794703,FRESHMELT1,2732.9,0.035,0.0348,n/a|rille=1348926m|chain=11009m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0500cm-r001,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0500cm-r002,177.214112,15.730757,FRESHMELT1,4782.6,0.024,0.0243,n/a|rille=1347143m|chain=9072m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0500cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0500cm-r003,177.212372,15.814974,FRESHMELT1,2210.5,0.016,0.0157,n/a|rille=1349574m|chain=11561m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0500cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0500cm-r004,177.222812,15.725742,FRESHMELT1,3898.5,0.012,0.0116,n/a|rille=1347073m|chain=8859m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0500cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-FRESHMELT1-0500cm-r005,177.225204,15.726786,FRESHMELT1,4943.4,0.011,0.0115,n/a|rille=1347124m|chain=8872m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-FRESHMELT1-0500cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-KINGCRATER2-0200cm-r001,120.050677,6.284886,KINGCRATER2,40.4,0.000,0.0000,n/a|rille=1123348m|chain=219m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0200cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r001,119.901372,6.715730,KINGCRATER2,121.2,0.002,0.0017,n/a|rille=1120416m|chain=8340m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r002,119.899471,6.486687,KINGCRATER2,646.4,0.001,0.0008,n/a|rille=1119508m|chain=5460m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r002,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r003,119.900739,6.644481,KINGCRATER2,80.8,0.001,0.0005,n/a|rille=1120128m|chain=7324m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r003,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r004,119.897993,6.302069,KINGCRATER2,242.4,0.001,0.0005,n/a|rille=1118808m|chain=4498m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r004,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r005,119.897360,6.242136,KINGCRATER2,121.2,0.000,0.0005,n/a|rille=1118582m|chain=4743m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r005,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r006,119.899049,6.441842,KINGCRATER2,404.0,0.000,0.0004,n/a|rille=1119333m|chain=5605m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r006,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r007,119.900105,6.576376,KINGCRATER2,767.6,0.000,0.0004,n/a|rille=1119855m|chain=6145m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r007,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0400cm-r008,119.900316,6.603828,KINGCRATER2,202.0,0.000,0.0004,n/a|rille=1119963m|chain=6569m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0400cm-r008,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r001,119.901372,6.715730,KINGCRATER2,121.2,0.002,0.0017,n/a|rille=1120416m|chain=8340m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r002,119.899471,6.486687,KINGCRATER2,646.4,0.001,0.0008,n/a|rille=1119508m|chain=5460m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r002,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r003,119.900739,6.644481,KINGCRATER2,80.8,0.001,0.0005,n/a|rille=1120128m|chain=7324m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r003,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r004,119.897993,6.302069,KINGCRATER2,242.4,0.001,0.0005,n/a|rille=1118808m|chain=4498m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r004,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r005,119.897360,6.242136,KINGCRATER2,121.2,0.000,0.0005,n/a|rille=1118582m|chain=4743m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r005,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r006,119.899049,6.441842,KINGCRATER2,404.0,0.000,0.0004,n/a|rille=1119333m|chain=5605m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r006,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r007,119.900105,6.576376,KINGCRATER2,767.6,0.000,0.0004,n/a|rille=1119855m|chain=6145m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r007,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER2-0500cm-r008,119.900316,6.603828,KINGCRATER2,202.0,0.000,0.0004,n/a|rille=1119963m|chain=6569m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER2-0500cm-r008,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER3-0200cm-r001,119.741968,6.378051,KINGCRATER3,2259.6,0.006,0.0059,n/a|rille=1114375m|chain=3876m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER3-0200cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER3-0400cm-r001,119.741968,6.378051,KINGCRATER3,2303.9,0.006,0.0060,n/a|rille=1114375m|chain=3876m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER3-0400cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER3-0500cm-r001,119.741968,6.378051,KINGCRATER3,2303.9,0.006,0.0060,n/a|rille=1114375m|chain=3876m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER3-0500cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER4-0200cm-r001,119.763376,6.697113,KINGCRATER4,524.6,0.000,0.0000,n/a|rille=1116194m|chain=6592m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER4-0200cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER4-0400cm-r001,119.764255,6.613630,KINGCRATER4,349.8,0.000,0.0002,n/a|rille=1115905m|chain=6664m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER4-0400cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER4-0400cm-r002,119.560161,7.068753,KINGCRATER4,43.7,0.000,0.0001,n/a|rille=1111560m|chain=5589m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER4-0400cm-r002,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER4-0500cm-r001,119.764255,6.613630,KINGCRATER4,349.8,0.000,0.0002,n/a|rille=1115905m|chain=6664m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER4-0500cm-r001,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-KINGCRATER4-0500cm-r002,119.560161,7.068753,KINGCRATER4,43.7,0.000,0.0001,n/a|rille=1111560m|chain=5589m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-KINGCRATER4-0500cm-r002,below-local-floor; terrain-extrapolation (highland; TRANQPIT1 calibration is mare-only)
LV-TYCHOPK02-0200cm-r001,-11.843595,-43.466306,TYCHOPK02,2478.7,0.452,0.4517,n/a|rille=324320m|chain=5351m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r001,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r002,-11.789356,-42.792260,TYCHOPK02,3034.2,0.445,0.4446,n/a|rille=307004m|chain=3580m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
